age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
31,technician,single,tertiary,no,208,no,no,cellular,12,1344,7,-1,0,unknown,yes
33,technician,single,tertiary,no,1393,yes,no,cellular,18,1127,3,-1,0,unknown,yes
29,student,single,unknown,no,2929,no,no,cellular,5,232,1,89,4,other,yes
75,retired,married,secondary,no,291,no,no,cellular,11,515,1,183,1,failure,yes
63,management,married,tertiary,no,2785,no,no,cellular,2,341,2,392,3,success,yes
47,admin.,married,secondary,no,368,no,no,cellular,23,269,1,187,5,success,yes
26,technician,single,secondary,no,2002,no,no,cellular,29,146,1,-1,0,unknown,yes
34,management,single,unknown,no,6013,yes,no,cellular,18,612,1,-1,0,unknown,yes
27,management,single,secondary,no,843,no,no,cellular,8,187,1,-1,0,unknown,yes
52,blue-collar,married,secondary,no,2230,no,no,cellular,29,423,3,-1,0,unknown,yes
41,management,married,tertiary,no,254,no,no,cellular,9,183,2,294,2,failure,yes
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,648,1,272,1,other,yes
31,self-employed,single,tertiary,no,1815,no,no,telephone,9,1541,1,-1,0,unknown,yes
61,management,married,tertiary,no,477,yes,no,cellular,29,377,1,520,1,other,yes
56,blue-collar,married,primary,no,1137,no,no,telephone,2,176,1,-1,0,unknown,yes
33,services,married,secondary,no,227,yes,yes,cellular,13,477,2,-1,0,unknown,yes
27,admin.,married,tertiary,no,73,no,no,cellular,10,159,1,-1,0,unknown,yes
34,management,single,tertiary,no,681,no,no,cellular,6,637,2,-1,0,unknown,yes
32,admin.,married,secondary,no,366,no,no,cellular,14,366,2,-1,0,unknown,yes
60,blue-collar,married,primary,no,5,no,no,cellular,4,494,1,95,2,success,yes
31,technician,single,tertiary,no,1109,no,no,cellular,5,642,1,167,2,failure,yes
30,management,single,tertiary,no,398,no,no,cellular,30,554,1,6,2,success,yes
47,technician,married,secondary,no,293,no,no,cellular,3,499,1,-1,0,unknown,yes
47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,1080,1,-1,0,unknown,yes
51,entrepreneur,married,primary,no,1443,no,no,cellular,18,172,10,-1,0,unknown,yes
21,blue-collar,married,primary,no,-172,yes,yes,cellular,15,409,1,361,3,failure,yes
36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,830,1,-1,0,unknown,yes
46,management,married,tertiary,no,699,no,no,cellular,30,970,1,87,1,failure,yes
41,blue-collar,married,secondary,no,580,yes,no,cellular,14,874,1,363,1,failure,yes
29,unemployed,single,secondary,no,25,no,no,cellular,14,207,2,-1,0,unknown,yes
59,technician,married,secondary,no,1,no,no,cellular,14,585,1,182,5,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,11,585,1,192,2,success,yes
44,management,married,tertiary,no,309,yes,no,cellular,5,676,1,-1,0,unknown,yes
49,blue-collar,single,primary,no,2146,yes,no,cellular,7,1516,2,353,2,other,yes
29,admin.,single,secondary,no,1277,no,no,cellular,20,165,2,481,1,success,yes
39,admin.,married,secondary,no,150,no,no,cellular,3,296,4,-1,0,unknown,yes
30,blue-collar,single,secondary,no,1598,yes,no,cellular,10,634,1,-1,0,unknown,yes
53,technician,married,secondary,no,10185,no,no,cellular,23,115,1,-1,0,unknown,yes
34,management,single,tertiary,no,549,no,no,cellular,6,1246,2,-1,0,unknown,yes
39,management,divorced,tertiary,no,224,no,no,cellular,2,194,2,88,1,success,yes
55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,854,2,360,1,failure,yes
35,blue-collar,married,secondary,no,860,yes,no,unknown,5,884,4,-1,0,unknown,yes
37,technician,single,secondary,no,-242,yes,no,cellular,13,1149,6,-1,0,unknown,yes
29,technician,single,secondary,no,674,no,no,cellular,30,483,1,13,5,success,yes
40,blue-collar,married,secondary,no,5060,no,no,cellular,10,154,2,93,1,success,yes
54,self-employed,divorced,primary,no,351,yes,no,unknown,6,642,2,-1,0,unknown,yes
19,student,single,unknown,no,108,no,no,cellular,9,273,2,182,1,success,yes
35,management,married,tertiary,no,611,no,no,cellular,1,305,2,121,1,success,yes
34,admin.,married,secondary,no,48,yes,no,cellular,7,1806,2,287,3,other,yes
59,admin.,married,secondary,no,0,yes,no,cellular,10,982,1,-1,0,unknown,yes
37,management,single,tertiary,no,1730,no,no,cellular,19,167,1,-1,0,unknown,yes
33,management,married,tertiary,no,158,no,no,cellular,6,192,2,-1,0,unknown,yes
56,technician,married,tertiary,no,73,no,no,cellular,21,644,4,-1,0,unknown,yes
76,self-employed,married,unknown,no,4984,no,no,telephone,28,403,1,182,1,success,yes
36,management,married,tertiary,no,-115,yes,no,cellular,16,297,4,182,2,other,yes
53,housemaid,married,primary,no,362,no,no,cellular,28,1169,2,-1,0,unknown,yes
32,management,married,tertiary,no,376,yes,no,cellular,23,248,4,-1,0,unknown,yes
73,retired,married,unknown,no,519,no,no,telephone,16,434,1,57,1,failure,yes
58,management,married,secondary,no,2155,no,yes,cellular,11,248,2,182,7,success,yes
30,technician,married,secondary,no,289,yes,no,cellular,14,1184,4,-1,0,unknown,yes
54,technician,single,tertiary,no,467,yes,no,cellular,18,674,3,-1,0,unknown,yes
61,retired,married,secondary,no,2801,yes,yes,cellular,10,239,1,-1,0,unknown,yes
28,management,married,tertiary,no,12,yes,no,cellular,9,202,1,-1,0,unknown,yes
20,student,married,unknown,no,292,no,no,cellular,5,385,2,93,1,failure,yes
39,blue-collar,married,secondary,no,276,no,no,cellular,9,334,2,-1,0,unknown,yes
31,self-employed,single,tertiary,no,17924,yes,no,cellular,14,745,1,174,3,failure,yes
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,1022,4,-1,0,unknown,yes
44,management,married,primary,no,4758,yes,no,cellular,22,712,6,-1,0,unknown,yes
61,management,married,secondary,no,544,no,no,cellular,29,63,3,200,9,success,yes
27,student,single,tertiary,no,3733,yes,no,cellular,22,198,1,98,6,success,yes
36,management,married,tertiary,no,-115,yes,no,cellular,16,297,4,182,2,other,yes
26,student,single,secondary,no,620,no,no,cellular,17,104,1,-1,0,unknown,yes
33,technician,single,secondary,no,163,yes,no,cellular,20,627,2,-1,0,unknown,yes
50,management,divorced,tertiary,no,810,no,no,cellular,4,510,3,-1,0,unknown,yes
33,self-employed,single,tertiary,no,94,yes,no,cellular,5,955,2,-1,0,unknown,yes
93,retired,married,unknown,no,775,no,no,cellular,4,476,2,13,9,success,yes
35,blue-collar,married,primary,no,1177,no,no,cellular,8,243,4,-1,0,unknown,yes
86,retired,single,secondary,no,614,no,no,telephone,9,595,1,-1,0,unknown,yes
37,technician,married,tertiary,no,127,yes,no,cellular,25,192,1,193,1,success,yes
53,management,married,secondary,no,2693,no,no,cellular,5,90,1,104,1,failure,yes
25,admin.,single,secondary,no,1871,no,no,cellular,8,260,1,96,1,success,yes
56,technician,divorced,secondary,no,146,yes,no,cellular,5,419,3,-1,0,unknown,yes
35,technician,married,tertiary,no,1354,no,no,cellular,2,250,2,-1,0,unknown,yes
40,admin.,married,primary,no,72,yes,yes,cellular,21,849,1,-1,0,unknown,yes
33,entrepreneur,single,secondary,no,278,no,no,cellular,1,563,5,-1,0,unknown,yes
31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,166,2,-1,0,unknown,yes
44,self-employed,divorced,secondary,no,8,no,no,cellular,26,423,4,-1,0,unknown,yes
30,services,married,secondary,no,517,no,no,cellular,11,141,2,-1,0,unknown,yes
26,technician,single,secondary,no,44,no,no,cellular,30,217,1,-1,0,unknown,yes
32,admin.,divorced,secondary,no,-241,no,yes,unknown,27,856,2,-1,0,unknown,yes
56,management,married,tertiary,no,2333,no,no,cellular,4,244,1,-1,0,unknown,yes
24,student,single,secondary,no,4126,no,no,cellular,5,907,4,185,7,failure,yes
47,technician,married,secondary,no,1233,yes,no,unknown,11,91,1,100,2,other,yes
61,admin.,married,secondary,no,1046,yes,no,cellular,21,158,1,-1,0,unknown,yes
23,services,single,secondary,no,279,yes,no,cellular,18,843,1,370,1,failure,yes
58,services,married,primary,no,2946,yes,no,cellular,14,467,1,-1,0,unknown,yes
71,retired,married,tertiary,no,4388,no,no,cellular,8,896,2,-1,0,unknown,yes
43,management,married,tertiary,no,79,no,no,cellular,26,640,1,-1,0,unknown,yes
27,blue-collar,single,tertiary,no,644,no,no,cellular,2,657,1,182,1,success,yes
42,blue-collar,married,primary,no,1461,yes,no,cellular,7,757,2,170,3,failure,yes
37,technician,single,secondary,no,265,yes,yes,cellular,3,140,1,366,2,failure,yes
23,student,single,secondary,no,431,no,no,cellular,15,201,3,186,2,success,yes
39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,1181,2,-1,0,unknown,yes
26,student,single,secondary,no,132,no,no,cellular,4,217,1,-1,0,unknown,yes
68,retired,divorced,primary,no,250,no,no,cellular,3,360,1,-1,0,unknown,yes
44,technician,single,secondary,no,7138,no,no,cellular,8,809,2,-1,0,unknown,yes
31,technician,single,tertiary,no,13711,yes,no,cellular,20,1532,3,-1,0,unknown,yes
29,management,single,tertiary,no,985,yes,no,cellular,23,396,2,-1,0,unknown,yes
38,unemployed,married,primary,no,7005,yes,no,cellular,25,696,1,202,2,success,yes
30,blue-collar,married,secondary,no,167,yes,no,cellular,10,255,1,-1,0,unknown,yes
39,management,married,tertiary,no,1423,yes,no,telephone,21,733,3,-1,0,unknown,yes
33,management,married,secondary,no,336,no,no,cellular,15,179,3,-1,0,unknown,yes
30,blue-collar,married,primary,no,5,no,no,cellular,23,282,1,203,1,success,yes
51,housemaid,married,unknown,no,2337,yes,no,cellular,16,251,2,266,3,other,yes
31,admin.,single,secondary,no,3950,yes,no,cellular,21,529,1,-1,0,unknown,yes
53,management,divorced,tertiary,no,2679,no,no,cellular,20,295,3,-1,0,unknown,yes
37,admin.,single,secondary,no,728,no,no,cellular,3,129,1,174,2,other,yes
41,blue-collar,married,primary,no,1250,yes,no,unknown,20,1392,2,-1,0,unknown,yes
58,unemployed,married,secondary,no,1625,no,no,cellular,5,286,2,-1,0,unknown,yes
36,admin.,single,secondary,no,11174,yes,no,cellular,15,953,1,-1,0,unknown,yes
38,admin.,single,secondary,no,2470,no,no,telephone,31,227,1,-1,0,unknown,yes
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,2456,2,-1,0,unknown,yes
58,management,married,tertiary,no,3342,no,no,cellular,5,344,5,-1,0,unknown,yes
32,management,single,tertiary,no,0,yes,no,cellular,30,370,3,-1,0,unknown,yes
41,unknown,single,unknown,no,942,no,no,cellular,22,219,1,-1,0,unknown,yes
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,2456,2,-1,0,unknown,yes
32,student,single,tertiary,no,1138,no,no,telephone,10,402,3,-1,0,unknown,yes
29,blue-collar,single,tertiary,no,455,no,no,telephone,21,403,1,-1,0,unknown,yes
34,admin.,married,secondary,no,1474,no,no,cellular,2,739,2,-1,0,unknown,yes
31,technician,single,secondary,no,138,no,no,cellular,26,91,1,285,2,other,yes
40,technician,married,tertiary,no,1293,no,no,cellular,16,1702,3,105,2,success,yes
56,management,married,tertiary,no,12356,yes,no,cellular,26,410,1,551,5,other,yes
33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,844,1,-1,0,unknown,yes
29,management,single,unknown,no,560,no,no,cellular,5,459,1,307,1,failure,yes
42,unemployed,married,tertiary,no,576,no,no,cellular,27,156,1,-1,0,unknown,yes
35,management,single,tertiary,no,1756,no,no,cellular,20,195,1,-1,0,unknown,yes
55,technician,married,tertiary,no,1320,no,no,cellular,28,340,1,91,2,success,yes
59,retired,married,primary,no,363,no,no,cellular,30,400,1,-1,0,unknown,yes
54,management,married,tertiary,no,534,no,no,cellular,1,177,2,-1,0,unknown,yes
95,retired,divorced,primary,no,2282,no,no,telephone,21,207,17,-1,0,unknown,yes
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,1022,4,-1,0,unknown,yes
62,management,married,tertiary,no,0,no,no,cellular,3,299,1,-1,0,unknown,yes
62,management,married,tertiary,no,7458,no,no,cellular,30,212,2,-1,0,unknown,yes
32,blue-collar,married,secondary,no,254,yes,no,cellular,19,1720,3,-1,0,unknown,yes
28,unknown,single,secondary,no,4465,no,no,cellular,28,769,1,-1,0,unknown,yes
38,technician,married,secondary,no,318,no,no,cellular,4,383,1,181,5,failure,yes
39,admin.,single,secondary,no,2263,yes,yes,telephone,21,1158,9,-1,0,unknown,yes
60,retired,married,secondary,no,11,no,no,cellular,29,265,1,586,2,failure,yes
25,student,single,secondary,no,154,no,no,cellular,2,382,1,183,3,success,yes
27,student,single,tertiary,no,5169,yes,no,cellular,3,431,1,466,3,success,yes
49,management,married,tertiary,no,4751,no,no,cellular,12,884,4,-1,0,unknown,yes
22,student,single,secondary,no,552,no,no,cellular,1,327,1,-1,0,unknown,yes
60,retired,married,secondary,no,938,no,no,cellular,13,380,3,-1,0,unknown,yes
27,admin.,single,secondary,no,18188,yes,no,unknown,12,541,17,-1,0,unknown,yes
28,admin.,single,secondary,no,2,yes,no,cellular,24,454,1,-1,0,unknown,yes
29,admin.,married,tertiary,no,238,no,no,cellular,25,344,2,88,1,failure,yes
42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,711,1,342,1,failure,yes
34,admin.,married,tertiary,no,0,no,no,cellular,28,155,2,-1,0,unknown,yes
32,admin.,married,secondary,no,684,yes,no,cellular,14,607,3,-1,0,unknown,yes
30,student,single,secondary,no,1681,no,no,cellular,23,128,1,106,2,success,yes
47,technician,married,tertiary,no,1694,no,yes,unknown,20,560,3,-1,0,unknown,yes
28,management,single,tertiary,no,1287,yes,no,cellular,26,65,1,-1,0,unknown,yes
20,student,single,secondary,no,1819,no,no,cellular,9,245,3,-1,0,unknown,yes
29,unemployed,single,tertiary,no,1311,no,no,cellular,28,622,1,-1,0,unknown,yes
65,retired,married,secondary,no,20806,no,no,telephone,8,523,2,-1,0,unknown,yes
39,management,married,tertiary,no,285,yes,no,cellular,15,838,3,-1,0,unknown,yes
28,student,single,secondary,no,153,no,no,cellular,23,1124,2,-1,0,unknown,yes
35,technician,single,tertiary,no,5301,no,no,cellular,21,937,2,-1,0,unknown,yes
59,admin.,married,secondary,no,106,no,no,cellular,22,186,1,-1,0,unknown,yes
72,retired,married,primary,no,1612,no,no,cellular,7,530,2,-1,0,unknown,yes
42,unemployed,married,unknown,no,970,yes,no,telephone,21,691,10,-1,0,unknown,yes
44,services,married,primary,no,2557,yes,no,cellular,14,250,1,181,8,success,yes
26,technician,single,tertiary,no,11862,no,no,cellular,13,119,1,-1,0,unknown,yes
62,retired,married,secondary,no,1495,no,no,cellular,13,896,1,57,2,success,yes
34,management,single,tertiary,no,417,yes,no,cellular,5,270,1,174,15,failure,yes
29,technician,married,secondary,no,95,no,yes,cellular,3,172,3,-1,0,unknown,yes
37,housemaid,married,secondary,no,7433,no,yes,cellular,5,630,3,-1,0,unknown,yes
52,blue-collar,married,secondary,no,955,no,yes,cellular,17,301,2,134,4,success,yes
31,blue-collar,married,secondary,no,625,yes,no,cellular,2,135,2,49,3,failure,yes
27,blue-collar,single,primary,no,232,yes,no,cellular,26,701,2,-1,0,unknown,yes
35,services,married,secondary,no,341,yes,no,cellular,14,345,1,-1,0,unknown,yes
52,services,married,secondary,no,992,yes,no,cellular,27,342,1,92,2,success,yes
32,management,single,tertiary,no,2016,no,no,cellular,13,232,1,348,1,success,yes
65,retired,married,primary,no,308,no,no,cellular,1,400,1,-1,0,unknown,yes
22,technician,single,secondary,no,283,yes,no,cellular,22,254,2,-1,0,unknown,yes
54,admin.,married,tertiary,no,184,no,no,unknown,5,673,2,-1,0,unknown,yes
39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,543,1,170,4,other,yes
35,management,single,tertiary,no,681,no,no,cellular,18,737,1,561,2,success,yes
32,technician,married,tertiary,no,636,yes,no,cellular,28,370,1,116,4,success,yes
46,blue-collar,married,secondary,no,1723,no,no,cellular,17,176,2,52,7,failure,yes
73,retired,divorced,tertiary,no,3203,no,no,cellular,20,148,1,-1,0,unknown,yes
31,technician,single,tertiary,no,985,yes,no,cellular,17,997,1,57,2,failure,yes
30,management,married,tertiary,no,1221,yes,no,telephone,25,279,4,-1,0,unknown,yes
38,services,married,secondary,no,934,yes,no,cellular,14,715,1,-1,0,unknown,yes
44,blue-collar,married,primary,no,4031,yes,no,cellular,7,983,4,-1,0,unknown,yes
49,blue-collar,married,secondary,no,1946,no,no,cellular,19,192,1,95,1,success,yes
42,blue-collar,married,primary,no,1673,yes,no,cellular,17,636,3,-1,0,unknown,yes
38,admin.,married,secondary,no,47,yes,no,cellular,4,288,5,-1,0,unknown,yes
64,management,married,tertiary,no,5112,no,no,telephone,19,898,7,137,11,other,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,13,159,1,87,3,success,yes
39,services,married,secondary,no,52,no,no,telephone,2,1420,3,-1,0,unknown,yes
44,housemaid,married,primary,no,-156,no,yes,cellular,30,1211,2,-1,0,unknown,yes
61,retired,married,secondary,no,938,no,no,cellular,15,392,2,183,3,success,yes
85,retired,married,primary,no,1255,no,no,cellular,15,233,3,-1,0,unknown,yes
24,technician,single,secondary,no,403,no,no,unknown,17,247,1,-1,0,unknown,yes
28,services,single,secondary,no,198,no,no,cellular,5,128,2,-1,0,unknown,yes
46,technician,married,secondary,no,3,yes,yes,cellular,12,614,3,-1,0,unknown,yes
61,management,married,tertiary,no,477,yes,no,cellular,29,377,1,520,1,other,yes
47,technician,married,secondary,no,1981,yes,no,cellular,21,919,2,-1,0,unknown,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,4,261,1,184,6,success,yes
33,management,single,tertiary,no,0,no,no,cellular,11,699,7,-1,0,unknown,yes
54,admin.,married,secondary,no,602,no,no,cellular,3,143,2,-1,0,unknown,yes
40,admin.,married,secondary,no,2574,yes,no,cellular,15,432,1,176,1,failure,yes
25,services,single,secondary,no,505,no,no,cellular,15,284,1,-1,0,unknown,yes
55,technician,married,tertiary,no,169,no,yes,cellular,5,618,2,-1,0,unknown,yes
49,services,married,secondary,no,7019,yes,no,cellular,2,263,1,368,3,failure,yes
59,admin.,single,secondary,no,4744,no,no,cellular,4,879,1,-1,0,unknown,yes
32,student,single,tertiary,no,64,no,no,cellular,30,598,4,105,5,failure,yes
34,management,married,tertiary,no,123,no,no,cellular,3,301,3,-1,0,unknown,yes
59,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,849,1,-1,0,unknown,yes
31,student,single,secondary,no,3511,no,no,cellular,6,311,1,96,1,success,yes
38,housemaid,married,primary,no,196,no,no,cellular,30,574,1,-1,0,unknown,yes
34,services,married,secondary,no,1337,no,no,cellular,12,255,2,104,1,success,yes
52,blue-collar,married,secondary,no,955,no,yes,cellular,17,301,2,134,4,success,yes
31,blue-collar,married,secondary,no,136,no,no,cellular,12,228,2,267,1,failure,yes
34,management,married,tertiary,no,1006,yes,no,cellular,19,783,3,195,2,other,yes
78,retired,divorced,secondary,no,3417,no,no,cellular,12,309,1,181,1,success,yes
52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,442,8,-1,0,unknown,yes
83,retired,divorced,primary,no,1097,no,no,telephone,5,181,1,-1,0,unknown,yes
54,technician,married,secondary,no,3994,no,yes,cellular,20,595,2,187,2,success,yes
58,services,divorced,secondary,no,462,no,no,cellular,13,495,1,93,1,success,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,103,1,182,3,success,yes
60,technician,married,secondary,no,316,no,no,cellular,4,545,2,263,4,failure,yes
31,admin.,single,tertiary,no,676,yes,no,cellular,22,124,2,343,2,other,yes
48,admin.,married,secondary,no,156,no,no,cellular,4,291,1,-1,0,unknown,yes
70,retired,divorced,primary,no,482,no,no,telephone,14,372,1,196,2,success,yes
39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,576,4,371,1,failure,yes
24,blue-collar,single,secondary,yes,-203,yes,no,unknown,12,465,3,-1,0,unknown,yes
27,blue-collar,married,secondary,no,61,yes,no,unknown,19,1012,1,-1,0,unknown,yes
38,management,single,tertiary,no,455,yes,no,cellular,19,255,2,555,6,success,yes
53,services,divorced,primary,no,-291,yes,yes,unknown,7,591,1,-1,0,unknown,yes
43,services,married,primary,no,2557,yes,no,telephone,15,165,2,327,3,failure,yes
66,housemaid,married,primary,no,1230,no,no,cellular,17,726,3,-1,0,unknown,yes
39,admin.,married,secondary,no,732,no,no,cellular,23,522,4,-1,0,unknown,yes
36,services,single,secondary,no,0,yes,no,cellular,15,1002,4,-1,0,unknown,yes
42,blue-collar,married,primary,no,-407,yes,yes,cellular,12,829,7,-1,0,unknown,yes
49,blue-collar,married,primary,no,-157,yes,no,cellular,7,491,3,-1,0,unknown,yes
56,blue-collar,married,secondary,no,249,yes,no,unknown,29,791,2,-1,0,unknown,yes
36,management,married,tertiary,no,1352,no,no,unknown,19,2028,1,-1,0,unknown,yes
72,retired,divorced,tertiary,no,438,no,no,cellular,23,279,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,89,yes,no,cellular,18,278,2,-1,0,unknown,yes
36,self-employed,single,secondary,no,1295,no,no,cellular,20,1192,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,1451,no,no,cellular,1,314,1,-1,0,unknown,yes
54,management,married,tertiary,no,1464,no,no,cellular,30,157,1,-1,0,unknown,yes
55,management,married,unknown,no,1504,yes,no,cellular,22,338,2,-1,0,unknown,yes
43,management,single,tertiary,no,483,no,no,cellular,19,950,6,-1,0,unknown,yes
43,unemployed,married,tertiary,no,0,no,no,cellular,18,464,1,94,2,success,yes
30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,321,2,-1,0,unknown,yes
34,management,married,tertiary,no,606,no,no,cellular,20,97,1,-1,0,unknown,yes
40,technician,divorced,secondary,no,311,no,no,cellular,6,738,2,-1,0,unknown,yes
55,admin.,divorced,secondary,no,1872,no,no,cellular,28,155,2,93,8,failure,yes
31,management,married,tertiary,no,1331,no,no,cellular,3,182,2,90,1,success,yes
31,blue-collar,married,primary,no,33,yes,no,cellular,24,901,2,-1,0,unknown,yes
25,student,single,unknown,no,1003,no,no,cellular,12,361,1,-1,0,unknown,yes
48,technician,married,secondary,yes,0,no,no,unknown,30,682,1,-1,0,unknown,yes
59,housemaid,married,tertiary,no,0,no,no,telephone,13,494,1,-1,0,unknown,yes
28,admin.,single,secondary,no,-170,no,yes,cellular,10,720,2,-1,0,unknown,yes
39,services,divorced,secondary,no,0,yes,no,cellular,13,1006,2,-1,0,unknown,yes
54,management,married,tertiary,no,8295,no,no,cellular,5,207,1,-1,0,unknown,yes
39,self-employed,married,tertiary,no,2630,no,no,unknown,12,651,5,-1,0,unknown,yes
51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,1226,3,-1,0,unknown,yes
54,management,married,tertiary,no,1464,no,no,cellular,30,157,1,-1,0,unknown,yes
34,management,married,secondary,no,369,no,no,cellular,2,868,3,342,4,failure,yes
30,admin.,married,secondary,no,1794,no,no,cellular,20,1035,1,-1,0,unknown,yes
42,unemployed,married,tertiary,no,576,no,no,cellular,27,156,1,-1,0,unknown,yes
51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,927,1,-1,0,unknown,yes
27,unemployed,single,primary,no,9,no,yes,cellular,9,919,2,-1,0,unknown,yes
82,retired,married,primary,no,243,no,no,cellular,26,275,1,180,2,success,yes
33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,196,1,363,1,failure,yes
70,retired,divorced,secondary,no,0,no,no,cellular,8,206,1,-1,0,unknown,yes
34,technician,single,secondary,no,85,yes,no,unknown,20,1182,4,-1,0,unknown,yes
26,management,single,tertiary,no,943,no,no,cellular,11,166,1,195,1,success,yes
