age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
73,retired,divorced,primary,no,5028,no,no,cellular,4,696,10,-1,0,unknown,yes
58,retired,divorced,tertiary,no,3237,no,no,telephone,31,615,1,-1,0,unknown,yes
62,management,married,tertiary,no,997,no,no,cellular,22,554,1,304,2,success,yes
35,admin.,single,secondary,no,0,yes,no,cellular,13,1073,1,-1,0,unknown,yes
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,413,1,92,3,success,yes
36,services,married,primary,no,0,yes,no,unknown,2,1036,1,-1,0,unknown,yes
49,services,married,secondary,no,823,no,no,cellular,8,780,4,-1,0,unknown,yes
39,management,married,tertiary,no,-17,yes,yes,cellular,28,908,1,-1,0,unknown,yes
29,management,single,tertiary,no,1170,no,no,cellular,20,453,1,-1,0,unknown,yes
75,retired,married,primary,no,358,no,no,cellular,17,364,11,-1,0,unknown,yes
39,management,married,secondary,no,11835,yes,no,cellular,11,744,2,-1,0,unknown,yes
33,management,married,tertiary,no,0,yes,no,cellular,9,305,1,326,1,success,yes
60,retired,married,secondary,no,938,no,no,cellular,13,380,3,-1,0,unknown,yes
38,technician,married,secondary,no,1478,no,no,cellular,12,926,4,-1,0,unknown,yes
35,management,divorced,tertiary,no,26,no,no,cellular,16,78,2,-1,0,unknown,yes
58,retired,married,tertiary,no,1425,no,no,cellular,30,224,1,-1,0,unknown,yes
61,retired,married,secondary,no,86,no,no,cellular,23,149,1,-1,0,unknown,yes
27,admin.,married,secondary,no,897,no,no,cellular,5,397,1,-1,0,unknown,yes
23,technician,single,tertiary,no,1129,yes,no,unknown,28,806,1,-1,0,unknown,yes
27,admin.,married,tertiary,no,2855,no,no,cellular,22,138,2,178,4,success,yes
19,student,single,unknown,no,108,no,no,cellular,9,273,2,182,1,success,yes
24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,487,1,-1,0,unknown,yes
54,admin.,divorced,secondary,no,1872,no,no,cellular,13,439,5,-1,0,unknown,yes
37,management,married,tertiary,no,255,no,no,cellular,24,562,2,183,10,success,yes
31,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,873,2,-1,0,unknown,yes
33,self-employed,single,tertiary,no,658,yes,no,cellular,21,307,1,208,1,success,yes
26,blue-collar,single,secondary,no,82,yes,no,unknown,9,654,1,-1,0,unknown,yes
32,technician,married,secondary,no,660,no,no,cellular,25,226,2,490,1,failure,yes
42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,711,1,342,1,failure,yes
30,management,married,secondary,no,850,no,no,cellular,12,507,2,-1,0,unknown,yes
60,retired,married,secondary,no,523,no,no,cellular,11,467,1,182,3,success,yes
66,retired,married,tertiary,no,1948,no,no,cellular,28,216,1,91,4,success,yes
32,management,married,tertiary,no,302,yes,yes,unknown,23,61,1,384,2,failure,yes
30,admin.,married,secondary,no,396,yes,no,cellular,13,366,3,348,2,failure,yes
46,unemployed,single,tertiary,no,44,no,no,cellular,14,225,1,-1,0,unknown,yes
34,management,married,tertiary,no,2287,yes,no,unknown,26,895,4,-1,0,unknown,yes
36,blue-collar,married,primary,no,403,yes,no,unknown,4,920,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,310,1,55,6,other,yes
29,self-employed,married,secondary,no,123,no,yes,cellular,21,158,2,181,1,success,yes
62,entrepreneur,married,secondary,no,3904,no,no,telephone,29,403,2,-1,0,unknown,yes
39,admin.,married,tertiary,no,1108,no,no,cellular,21,204,1,-1,0,unknown,yes
33,management,single,tertiary,no,4176,no,no,cellular,26,288,3,-1,0,unknown,yes
51,management,married,tertiary,no,469,no,no,cellular,15,200,1,181,2,success,yes
23,technician,single,tertiary,no,1129,yes,no,unknown,28,806,1,-1,0,unknown,yes
29,admin.,married,tertiary,no,238,no,no,cellular,25,344,2,88,1,failure,yes
39,unemployed,married,secondary,no,2245,no,no,cellular,21,749,2,-1,0,unknown,yes
30,services,married,secondary,no,0,yes,no,cellular,21,681,4,-1,0,unknown,yes
23,technician,single,secondary,no,4,yes,no,cellular,8,763,1,-1,0,unknown,yes
55,management,divorced,tertiary,no,2383,no,no,cellular,5,1019,2,63,2,success,yes
61,housemaid,married,primary,no,2580,no,no,cellular,16,270,3,202,7,other,yes
34,technician,married,tertiary,no,23076,no,no,cellular,26,243,2,35,6,other,yes
34,blue-collar,single,secondary,no,3043,yes,yes,cellular,20,670,1,-1,0,unknown,yes
56,management,married,tertiary,no,830,yes,yes,unknown,6,1201,1,-1,0,unknown,yes
55,admin.,divorced,secondary,no,1872,no,no,cellular,28,155,2,93,8,failure,yes
86,retired,divorced,primary,no,0,no,no,telephone,26,189,1,-1,0,unknown,yes
44,housemaid,single,primary,no,1059,no,no,unknown,18,2093,1,-1,0,unknown,yes
42,services,married,secondary,no,1376,yes,no,cellular,2,712,4,-1,0,unknown,yes
32,management,single,tertiary,no,12569,no,no,cellular,1,561,2,295,2,success,yes
65,retired,married,primary,no,1004,no,no,cellular,28,371,1,-1,0,unknown,yes
30,admin.,single,secondary,no,265,yes,no,cellular,25,681,1,181,2,success,yes
55,management,married,unknown,no,1504,yes,no,cellular,22,338,2,-1,0,unknown,yes
58,retired,married,unknown,no,9004,no,no,cellular,21,891,4,-1,0,unknown,yes
33,admin.,single,secondary,no,1277,yes,no,cellular,18,827,1,-1,0,unknown,yes
46,admin.,married,secondary,no,974,no,no,cellular,5,174,2,80,1,success,yes
30,admin.,married,secondary,no,873,yes,no,unknown,29,792,3,-1,0,unknown,yes
58,unemployed,married,secondary,no,687,yes,no,cellular,30,341,2,-1,0,unknown,yes
26,technician,single,secondary,no,639,yes,no,unknown,6,709,5,-1,0,unknown,yes
54,management,divorced,tertiary,no,12018,yes,no,cellular,21,267,2,-1,0,unknown,yes
40,management,married,tertiary,no,0,no,no,cellular,10,147,1,96,8,success,yes
34,services,divorced,secondary,no,89,yes,no,cellular,15,1871,4,-1,0,unknown,yes
29,management,single,tertiary,no,428,no,no,cellular,22,293,2,-1,0,unknown,yes
63,retired,married,primary,no,12067,no,no,telephone,29,660,1,191,1,failure,yes
49,technician,married,tertiary,no,523,yes,no,cellular,3,152,2,-1,0,unknown,yes
31,management,single,tertiary,no,147,no,no,cellular,9,469,1,181,2,success,yes
33,blue-collar,married,secondary,no,0,yes,no,unknown,21,521,3,-1,0,unknown,yes
34,management,married,tertiary,no,0,no,no,cellular,6,787,3,9,1,other,yes
58,admin.,married,secondary,no,826,no,no,unknown,12,885,1,-1,0,unknown,yes
48,self-employed,married,tertiary,no,0,no,no,cellular,29,1249,3,-1,0,unknown,yes
30,management,single,tertiary,no,617,no,no,cellular,27,192,2,-1,0,unknown,yes
27,management,single,tertiary,yes,-713,yes,no,unknown,4,525,2,-1,0,unknown,yes
30,student,single,tertiary,no,7529,no,no,cellular,19,328,1,-1,0,unknown,yes
23,student,single,secondary,no,1298,no,no,cellular,14,603,1,-1,0,unknown,yes
43,services,married,primary,no,2557,yes,no,telephone,15,166,3,183,5,success,yes
28,admin.,single,unknown,no,24,yes,no,cellular,18,415,2,-1,0,unknown,yes
28,services,single,secondary,no,340,yes,no,cellular,24,821,2,-1,0,unknown,yes
24,student,single,tertiary,no,834,no,no,cellular,9,679,1,-1,0,unknown,yes
76,retired,married,primary,no,3324,no,no,cellular,11,309,1,90,4,success,yes
31,management,married,tertiary,no,3,yes,yes,cellular,11,331,1,-1,0,unknown,yes
53,admin.,single,secondary,no,2892,no,no,cellular,9,527,3,-1,0,unknown,yes
55,management,divorced,secondary,no,204,yes,no,cellular,11,1973,2,-1,0,unknown,yes
28,admin.,single,secondary,no,-170,no,yes,cellular,10,720,2,-1,0,unknown,yes
38,technician,married,secondary,no,497,no,no,unknown,14,173,1,-1,0,unknown,yes
33,technician,single,tertiary,no,0,yes,no,cellular,21,654,1,-1,0,unknown,yes
27,admin.,single,secondary,no,192,no,no,telephone,28,1076,17,-1,0,unknown,yes
43,management,divorced,tertiary,no,2367,no,no,cellular,22,173,2,181,4,success,yes
45,management,married,tertiary,no,547,no,no,cellular,2,577,1,-1,0,unknown,yes
38,technician,married,tertiary,no,4383,no,no,cellular,4,1381,4,-1,0,unknown,yes
36,management,married,tertiary,no,495,no,no,cellular,5,157,3,97,2,success,yes
47,technician,married,secondary,no,293,no,no,cellular,1,251,1,90,1,success,yes
31,management,single,tertiary,no,3340,no,no,cellular,15,213,2,469,3,success,yes
26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,1150,3,-1,0,unknown,yes
53,blue-collar,married,primary,no,306,no,no,cellular,28,388,3,181,1,success,yes
27,unknown,single,unknown,no,326,no,no,cellular,22,326,1,-1,0,unknown,yes
62,management,married,secondary,no,1128,no,no,cellular,2,236,1,290,3,other,yes
47,blue-collar,married,secondary,no,802,yes,yes,cellular,12,289,2,-1,0,unknown,yes
53,technician,married,secondary,no,284,no,no,cellular,1,781,1,-1,0,unknown,yes
34,self-employed,married,tertiary,no,0,no,no,cellular,28,730,11,-1,0,unknown,yes
28,blue-collar,single,secondary,no,322,no,no,telephone,11,240,2,95,3,other,yes
73,retired,married,secondary,no,2850,no,no,cellular,17,300,1,40,8,failure,yes
50,self-employed,married,secondary,no,10052,no,no,cellular,13,665,2,-1,0,unknown,yes
31,management,married,tertiary,no,325,yes,no,cellular,18,1139,2,-1,0,unknown,yes
31,student,single,tertiary,no,64,no,no,cellular,2,261,2,-1,0,unknown,yes
35,management,single,tertiary,no,397,yes,no,cellular,17,594,1,-1,0,unknown,yes
38,management,married,tertiary,no,1722,yes,no,cellular,10,500,1,-1,0,unknown,yes
34,admin.,married,secondary,no,155,no,no,cellular,5,696,2,-1,0,unknown,yes
37,management,married,tertiary,no,108,yes,yes,cellular,4,262,2,-1,0,unknown,yes
39,management,married,tertiary,no,763,yes,no,cellular,11,877,7,300,2,other,yes
62,housemaid,married,unknown,no,2021,no,no,telephone,26,361,1,-1,0,unknown,yes
47,management,single,tertiary,no,86,no,no,cellular,2,1086,1,-1,0,unknown,yes
34,management,married,tertiary,no,1006,yes,no,cellular,19,783,3,195,2,other,yes
31,student,married,primary,no,46,yes,no,cellular,10,487,1,-1,0,unknown,yes
35,management,married,tertiary,no,43,no,no,cellular,11,917,4,-1,0,unknown,yes
33,management,married,tertiary,no,55,no,no,cellular,30,526,2,87,3,failure,yes
44,admin.,married,secondary,no,205,no,no,cellular,3,289,1,-1,0,unknown,yes
54,management,married,tertiary,no,1014,no,yes,cellular,30,240,1,162,2,failure,yes
39,admin.,married,secondary,no,130,yes,yes,cellular,4,1290,2,-1,0,unknown,yes
26,management,single,tertiary,no,6840,yes,no,unknown,28,1560,2,-1,0,unknown,yes
34,services,married,secondary,no,1337,no,no,cellular,17,330,2,127,3,success,yes
47,technician,single,secondary,no,-239,yes,yes,cellular,7,973,3,-1,0,unknown,yes
48,blue-collar,married,secondary,no,863,yes,no,telephone,4,412,5,350,2,success,yes
47,technician,married,secondary,no,834,no,yes,cellular,21,902,1,133,2,other,yes
48,blue-collar,married,primary,no,476,no,no,cellular,11,856,3,-1,0,unknown,yes
56,management,married,unknown,no,4623,no,no,cellular,17,348,1,-1,0,unknown,yes
39,services,single,secondary,no,91,no,no,cellular,3,213,1,185,1,success,yes
40,blue-collar,married,primary,no,57,yes,no,cellular,31,1007,9,-1,0,unknown,yes
39,technician,married,secondary,no,603,no,yes,cellular,15,214,1,-1,0,unknown,yes
47,admin.,single,secondary,no,1693,yes,no,cellular,22,608,2,92,4,other,yes
31,blue-collar,married,secondary,no,2,yes,no,unknown,20,182,2,-1,0,unknown,yes
46,self-employed,married,secondary,no,706,no,no,cellular,21,588,1,386,3,failure,yes
35,management,married,tertiary,no,8000,no,no,cellular,13,331,1,90,3,success,yes
20,student,married,unknown,no,292,no,no,cellular,5,385,2,93,1,failure,yes
49,admin.,married,secondary,no,0,no,no,cellular,1,1460,1,-1,0,unknown,yes
75,retired,married,secondary,no,291,no,no,cellular,11,515,1,183,1,failure,yes
41,technician,married,secondary,no,965,no,no,cellular,22,336,10,-1,0,unknown,yes
31,management,divorced,tertiary,no,254,no,no,cellular,18,1576,8,-1,0,unknown,yes
51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,1001,3,-1,0,unknown,yes
80,retired,married,secondary,no,668,no,no,telephone,8,250,1,371,1,success,yes
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,477,1,-1,0,unknown,yes
46,management,married,tertiary,no,4693,no,yes,cellular,7,79,1,394,2,failure,yes
42,technician,single,tertiary,no,2625,no,no,cellular,29,2516,2,-1,0,unknown,yes
32,technician,married,tertiary,no,2976,yes,no,cellular,5,783,1,175,5,failure,yes
60,retired,married,secondary,no,1853,no,no,cellular,10,234,1,183,1,success,yes
40,entrepreneur,divorced,secondary,no,2998,yes,no,cellular,18,623,3,-1,0,unknown,yes
49,entrepreneur,married,primary,no,6188,no,no,cellular,18,453,1,-1,0,unknown,yes
39,management,divorced,tertiary,no,224,no,no,cellular,2,194,2,88,1,success,yes
56,retired,married,primary,no,1947,no,no,cellular,2,225,2,123,5,failure,yes
72,retired,married,primary,no,4657,no,no,telephone,23,255,1,91,8,success,yes
82,retired,divorced,tertiary,no,0,no,no,telephone,12,226,1,-1,0,unknown,yes
33,management,married,tertiary,no,1323,no,no,cellular,1,327,1,-1,0,unknown,yes
60,retired,married,secondary,no,1690,no,no,unknown,20,1467,4,-1,0,unknown,yes
34,blue-collar,married,secondary,no,1454,yes,no,cellular,11,231,2,297,2,failure,yes
30,entrepreneur,married,primary,no,2686,yes,no,cellular,15,808,3,-1,0,unknown,yes
26,student,single,tertiary,no,294,no,no,cellular,5,87,1,91,2,success,yes
51,admin.,single,secondary,no,1994,no,no,unknown,18,771,2,-1,0,unknown,yes
32,management,single,tertiary,no,2551,yes,no,cellular,21,638,3,-1,0,unknown,yes
31,blue-collar,married,primary,no,-537,yes,yes,cellular,21,1039,7,-1,0,unknown,yes
33,technician,married,secondary,no,133,no,no,cellular,12,627,2,192,1,success,yes
35,admin.,divorced,secondary,no,437,yes,no,unknown,4,908,1,-1,0,unknown,yes
33,management,single,tertiary,no,432,no,no,telephone,20,588,6,-1,0,unknown,yes
30,student,single,secondary,no,1681,no,no,cellular,23,128,1,106,2,success,yes
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,194,1,92,5,success,yes
42,unknown,single,unknown,no,942,no,no,cellular,27,245,1,92,2,success,yes
24,blue-collar,married,secondary,no,685,yes,no,unknown,26,896,3,-1,0,unknown,yes
36,services,married,secondary,no,11650,yes,no,telephone,29,268,1,-1,0,unknown,yes
32,management,married,tertiary,no,4733,no,no,cellular,30,532,1,-1,0,unknown,yes
59,admin.,single,secondary,no,4744,no,no,cellular,4,879,1,-1,0,unknown,yes
25,services,single,secondary,no,333,no,yes,cellular,15,1056,2,-1,0,unknown,yes
30,blue-collar,single,secondary,no,49,no,no,cellular,30,808,2,-1,0,unknown,yes
57,retired,married,secondary,no,5313,no,no,cellular,16,283,2,196,1,success,yes
30,management,single,tertiary,no,3384,no,no,cellular,4,578,2,-1,0,unknown,yes
50,management,married,tertiary,no,253,no,no,cellular,28,513,9,-1,0,unknown,yes
41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,135,1,-1,0,unknown,yes
37,admin.,married,secondary,no,597,no,no,cellular,2,395,1,-1,0,unknown,yes
26,student,single,secondary,no,5296,no,no,cellular,5,229,1,205,1,failure,yes
58,management,married,tertiary,no,1384,yes,no,cellular,27,342,1,-1,0,unknown,yes
43,admin.,single,secondary,no,733,yes,no,cellular,19,1102,3,-1,0,unknown,yes
49,management,divorced,tertiary,no,755,no,no,cellular,31,1212,4,-1,0,unknown,yes
32,management,single,tertiary,no,3283,no,no,cellular,12,623,2,191,2,success,yes
36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,830,1,-1,0,unknown,yes
57,technician,married,tertiary,no,-1,no,no,unknown,14,850,2,-1,0,unknown,yes
45,housemaid,married,secondary,no,4068,no,no,cellular,20,184,1,-1,0,unknown,yes
31,management,single,tertiary,no,533,no,no,cellular,11,144,1,91,9,success,yes
31,self-employed,married,tertiary,no,2666,no,no,cellular,10,318,2,97,6,success,yes
24,student,single,tertiary,no,834,no,no,cellular,9,679,1,-1,0,unknown,yes
30,admin.,single,secondary,no,-36,no,no,cellular,16,561,9,-1,0,unknown,yes
33,management,married,tertiary,no,6513,yes,no,cellular,11,170,1,343,1,other,yes
42,admin.,single,secondary,no,684,no,no,cellular,4,207,1,-1,0,unknown,yes
56,admin.,married,secondary,no,45,no,no,unknown,5,1467,1,-1,0,unknown,yes
51,management,married,tertiary,no,469,no,no,cellular,15,200,1,181,2,success,yes
53,management,married,tertiary,no,1624,no,no,cellular,6,107,1,98,6,success,yes
28,admin.,single,secondary,no,2290,yes,no,cellular,18,2301,1,-1,0,unknown,yes
47,services,divorced,unknown,no,973,no,no,cellular,27,489,1,479,1,failure,yes
36,management,married,tertiary,no,203,no,no,cellular,23,608,3,179,2,success,yes
70,retired,divorced,primary,no,275,no,no,cellular,15,82,1,-1,0,unknown,yes
70,retired,married,secondary,no,2575,no,no,telephone,20,216,2,-1,0,unknown,yes
74,retired,married,tertiary,no,1843,no,no,cellular,15,251,2,184,3,success,yes
32,management,single,tertiary,no,718,yes,no,cellular,29,155,1,197,1,success,yes
49,entrepreneur,married,primary,no,6188,no,no,cellular,18,453,1,-1,0,unknown,yes
36,management,married,tertiary,no,255,no,no,cellular,25,242,6,95,4,success,yes
22,services,single,secondary,no,129,no,no,cellular,16,258,1,-1,0,unknown,yes
33,admin.,divorced,tertiary,no,891,no,no,cellular,8,398,2,-1,0,unknown,yes
32,management,single,secondary,no,131,yes,yes,cellular,23,1152,2,-1,0,unknown,yes
57,services,married,primary,no,491,yes,no,cellular,15,1217,3,-1,0,unknown,yes
29,admin.,married,secondary,no,7707,yes,no,cellular,29,961,2,334,2,failure,yes
42,services,married,secondary,no,1376,yes,no,cellular,2,712,4,-1,0,unknown,yes
29,admin.,married,tertiary,no,332,no,no,cellular,9,179,1,-1,0,unknown,yes
63,blue-collar,married,primary,no,115,no,no,telephone,27,325,1,180,7,failure,yes
62,retired,married,tertiary,no,2557,yes,no,cellular,10,404,1,57,8,success,yes
26,student,single,secondary,no,5296,no,no,cellular,5,229,1,205,1,failure,yes
28,services,single,secondary,no,168,no,no,cellular,1,347,3,140,2,success,yes
37,management,single,tertiary,no,698,no,no,cellular,8,1081,2,-1,0,unknown,yes
73,retired,married,unknown,no,739,no,no,cellular,11,210,1,-1,0,unknown,yes
55,admin.,married,secondary,no,139,no,no,cellular,30,241,1,-1,0,unknown,yes
76,retired,married,secondary,no,820,no,no,telephone,23,263,4,-1,0,unknown,yes
23,student,single,secondary,no,431,no,no,cellular,15,201,3,186,2,success,yes
32,technician,single,tertiary,no,6746,no,no,cellular,11,199,1,-1,0,unknown,yes
43,management,married,tertiary,no,3518,no,no,cellular,28,206,2,196,2,success,yes
56,unemployed,married,secondary,no,0,no,no,telephone,2,492,1,-1,0,unknown,yes
35,technician,married,tertiary,no,1354,no,no,cellular,2,250,2,-1,0,unknown,yes
45,blue-collar,married,unknown,no,1529,yes,no,cellular,13,181,1,197,1,success,yes
54,admin.,married,secondary,no,66,yes,no,cellular,11,167,1,-1,0,unknown,yes
37,services,single,tertiary,no,1189,no,no,cellular,13,323,9,199,4,other,yes
28,student,single,secondary,no,0,no,no,cellular,20,185,1,-1,0,unknown,yes
52,unemployed,married,secondary,no,94,no,no,cellular,30,244,1,-1,0,unknown,yes
47,technician,single,secondary,no,-239,yes,yes,cellular,7,973,3,-1,0,unknown,yes
41,admin.,single,secondary,no,1020,yes,no,unknown,19,882,1,-1,0,unknown,yes
86,retired,divorced,primary,no,0,no,no,telephone,26,189,1,-1,0,unknown,yes
22,services,single,secondary,no,129,no,no,cellular,16,258,1,-1,0,unknown,yes
37,management,married,tertiary,no,393,yes,no,cellular,14,567,3,275,4,failure,yes
57,services,single,secondary,no,0,no,no,cellular,6,355,1,-1,0,unknown,yes
60,retired,married,secondary,no,523,no,no,cellular,11,467,1,182,3,success,yes
48,blue-collar,married,secondary,no,863,yes,no,telephone,4,412,5,350,2,success,yes
60,admin.,married,secondary,no,106,no,no,cellular,21,216,3,91,1,success,yes
36,management,married,tertiary,no,630,no,no,cellular,2,285,1,-1,0,unknown,yes
35,management,divorced,tertiary,no,2885,no,no,cellular,13,199,3,43,8,other,yes
29,management,single,tertiary,no,697,no,no,cellular,4,206,1,-1,0,unknown,yes
64,retired,married,secondary,no,5966,yes,no,cellular,22,983,1,-1,0,unknown,yes
37,unemployed,single,secondary,no,2722,no,no,telephone,27,426,2,179,3,other,yes
41,management,married,tertiary,no,27696,no,no,cellular,12,138,2,184,3,success,yes
35,technician,married,tertiary,no,1629,no,no,cellular,25,653,4,-1,0,unknown,yes
51,blue-collar,married,secondary,no,955,no,yes,cellular,17,221,3,-1,0,unknown,yes
57,management,divorced,tertiary,no,6468,yes,no,cellular,4,730,1,157,4,failure,yes
33,management,single,tertiary,no,7084,no,no,cellular,27,512,8,-1,0,unknown,yes
21,student,single,secondary,no,215,no,no,cellular,24,382,1,89,7,success,yes
43,management,married,tertiary,no,40,no,no,cellular,10,147,1,-1,0,unknown,yes
49,blue-collar,married,secondary,no,553,no,no,cellular,12,645,8,-1,0,unknown,yes
26,admin.,single,secondary,no,255,no,no,cellular,9,190,1,-1,0,unknown,yes
65,retired,married,primary,no,308,no,no,cellular,1,400,1,-1,0,unknown,yes
54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,1034,1,-1,0,unknown,yes
19,student,single,unknown,no,779,no,no,cellular,1,184,4,-1,0,unknown,yes
32,technician,single,tertiary,no,4665,yes,no,unknown,21,860,2,-1,0,unknown,yes
26,services,single,secondary,no,1445,no,no,telephone,23,171,1,-1,0,unknown,yes
39,technician,divorced,secondary,no,385,no,no,cellular,13,242,1,48,2,failure,yes
39,blue-collar,single,tertiary,no,48,no,no,cellular,3,539,1,-1,0,unknown,yes
32,admin.,married,secondary,no,200,no,no,cellular,1,729,1,29,3,failure,yes
49,technician,married,secondary,no,808,yes,no,cellular,28,1232,1,-1,0,unknown,yes
32,technician,married,tertiary,no,4654,yes,yes,cellular,20,276,1,128,2,failure,yes
39,technician,married,tertiary,no,0,yes,no,cellular,14,894,7,-1,0,unknown,yes
52,management,married,tertiary,no,3634,no,no,cellular,8,341,8,-1,0,unknown,yes
41,technician,single,secondary,no,650,yes,no,cellular,20,2420,3,-1,0,unknown,yes
35,admin.,single,secondary,no,507,yes,no,cellular,22,560,2,-1,0,unknown,yes
34,management,married,tertiary,no,2287,yes,no,unknown,26,895,4,-1,0,unknown,yes
42,entrepreneur,divorced,secondary,no,335,yes,no,cellular,12,580,1,-1,0,unknown,yes
52,management,married,tertiary,no,576,no,no,cellular,18,762,3,-1,0,unknown,yes
65,admin.,married,secondary,no,952,no,no,cellular,2,310,1,-1,0,unknown,yes
23,unemployed,single,primary,no,1003,no,no,telephone,27,8,1,-1,0,unknown,yes
37,services,married,secondary,no,6089,yes,no,cellular,14,616,2,-1,0,unknown,yes
